Loading data from data/history/banknifty_spot_m1.json...
Loaded 7513 candles.
Running Replay...
📊 Strategy Scan: Price=59099.10, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59119.45, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59147.95, Score=0.5 (Mom=0.5, Str=0.0)
📊 Strategy Scan: Price=59146.85, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59145.75, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59126.15, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59105.10, Score=-0.5 (Mom=-0.5, Str=0.0)
📊 Strategy Scan: Price=59092.55, Score=-0.5 (Mom=-0.5, Str=0.0)
📊 Strategy Scan: Price=59060.05, Score=-0.5 (Mom=-0.5, Str=0.0)
📊 Strategy Scan: Price=59049.60, Score=-0.5 (Mom=-0.5, Str=0.0)
📊 Strategy Scan: Price=59090.85, Score=0.5 (Mom=0.5, Str=0.0)
📊 Strategy Scan: Price=59116.30, Score=3.0 (Mom=1.5, Str=0.0)
🚀 SIGNAL CREATED: BUY_CE | Score: 3.0
📊 Strategy Scan: Price=59123.65, Score=0.5 (Mom=0.5, Str=0.0)
📊 Strategy Scan: Price=59124.65, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59129.80, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59138.55, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59137.65, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59129.40, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59130.95, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59118.40, Score=0.0 (Mom=0.0, Str=0.0)
